std_company_name,ISIN,bse_symbol,nse_symbol
Axtel Industries Ltd.,INE767C01012,AXTEL,
DEEP ENERGY RESOURCES LIMITED,INE677H01012,DEEPENR,
GeeCee Ventures Limited,INE916G01016,GEECEE,GEECEE
Global Surfaces Limited,INE0JSX01015,GSLSU,GSLSU
Sakuma Exports Ltd.,INE190H01024,SAKUMA,SAKUMA
Permanent Magnets Ltd.,INE418E01018,PERMAGN,
HP Adhesives Limited,INE0GSL01024,HPAL,HPAL
Sukhjit Starch & Chemicals Ltd.,INE450E01029,SUKHJITS,SUKHJITS
Gloster Ltd,INE350Z01018,GLOSTERLTD,GLOSTERLTD
MAAN ALUMINIUM LIMITED,INE215I01027,MAANALU,MAANALU
Liberty Shoes Ltd.,INE557B01019,LIBERTSHOE,LIBERTSHOE
W.S. Industries (India) Ltd.,INE100D01014,WSI,WSI
RDB Realty & Infrastructure Limited,INE245L01010,RDBRIL,
Spencer's Retail Limited,INE020801028,SPENCERS,SPENCERS
Nectar Lifesciences Limited,INE023H01027,NECLIFE,NECLIFE
Andhra Cement Ltd.,INE666E01020,ACL,ACL
TPL Plastech Limited,INE413G01022,TPLPLASTEH,TPLPLASTEH
Sarla Performance Fibers Ltd,INE453D01025,SARLAPOLY,SARLAPOLY
Focus Lighting and Fixtures Ltd.,INE593W01028,,FOCUS
Haldyn Glass Limited,INE506D01020,HALDYNGL,
Tamilnadu Petroproducts Ltd,INE148A01019,TNPETRO,TNPETRO
TRANSWORLD SHIPPING LINES LIMITED,INE757B01015,TRANSWORLD,TRANSWORLD
Chembond Chemicals Ltd.,INE995D01025,CHEMBOND,CHEMBOND
Rane Brake Lining Limited,INE244J01017,RBL,RBL
Yash Highvoltage Limited,INE00GK01023,YASHHV,
Cheviot Co.Ltd.,INE974B01016,CHEVIOT,CHEVIOT
KSE Ltd.,INE953E01014,KSE,
Hindustan Composites Ltd,INE310C01029,HINDCOMPOS,HINDCOMPOS
Frontier Springs Ltd.,INE572D01014,FRONTSP,
Speciality Restaurants Limited,INE247M01014,SPECIALITY,SPECIALITY
De Nora India Limited,INE244A01016,DENORA,DENORA
Deepak Builders and Engineers India Limited,INE0OPA01019,DBEIL,DBEIL
HAMPTON SKY REALTY LIMITED,INE299D01022,HAMPTON,
U.P. Hotels Ltd.,INE726E01014,UPHOT,
DIGISPICE TECHNOLOGIES LIMITED,INE927C01020,DIGISPICE,DIGISPICE
Coffee Day Enterprises Limited,INE335K01011,COFFEEDAY,COFFEEDAY
Apex Frozen Foods Limited,INE346W01013,APEX ,APEX
Naperol Investments Limited,INE585A01020,NAPEROL,
VIKAS LIFECARE LIMITED,INE161L01027,VIKASLIFE,VIKASLIFE
Andhra Petrochemicals Ltd.,INE714B01016,ANDHRAPET,
Albert David Ltd.,INE155C01010,ALBERTDAVD,ALBERTDAVD
S Chand And Company Limited,INE807K01035,SCHAND,SCHAND
Wim Plast Ltd.,INE015B01018,WIMPLAST,
Forbes & Company Ltd,INE518A01013,FORBESCO,
Manba Finance Limited,INE939X01013,MANBA,MANBA
Tolins Tyres Limited,INE0RWQ01014,TOLINS,TOLINS
Kisan Mouldings Ltd.,INE017C01012,KISAN,
Nandan Denim Limited,INE875G01048,NDL,NDL
Kwality Pharmaceuticals Limited,INE552U01010,KPL,
Parsvnath Developers Ltd.,INE561H01026,PARSVNATH,PARSVNATH
NISUS FINANCE SERVICES CO LIMITED,INE0DQN01013,NISUS,
Wanbury Limited,INE107F01022,WANBURY,WANBURY
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,VRAJ,VRAJ
SWISS MILITARY CONSUMER GOODS LIMITED,INE010C01025,SWISSMLTRY,
Consolidated Construction Consortium Ltd,INE429I01024,CCCL,CCCL
Bhartiya International Ltd.,INE828A01016,BIL,BIL
IIRM HOLDINGS INDIA LIMITED,INE670C01026,IIRM,
Ind-Swift Laboratories Ltd.,INE915B01019,INDSWFTLAB,INDSWFTLAB
DMCC SPECIALITY CHEMICALS LIMITED,INE505A01010,DMCC,DMCC
PVP Ventures Ltd,INE362A01016,PVP,PVP
Khaitan Chemicals & Fertilizers Ltd,INE745B01028,KHAICHEM,KHAICHEM
MKVENTURES CAPITAL LIMITED,INE874A01010,MKVENTURES,
Plastiblends India Ltd.,INE083C01022,PLASTIBLEN,PLASTIBLEN
Alliance Integrated Metaliks Limited,INE123D01024,AIML,
A.K.Capital Services Ltd.,INE701G01012,AKCAPIT,
Mac Charles (India) Ltd.,INE435D01014,MCCHRLS-B,
Birla Cable Limited,INE800A01015,BIRLACABLE,BIRLACABLE
Artemis Electricals and Projects Limited,INE757T01025,AEPL,
Suraj Ltd.,INE713C01016,SURAJLTD,SURAJLTD
RPP INFRA PROJECTS LIMITED,INE324L01013,RPPINFRA,RPPINFRA
Nitta Gelatin India Ltd,INE265B01019,NITTAGELA,
Emami Paper Mills Ltd.,INE830C01026,EMAMIPAP,EMAMIPAP
Dalmia Bharat Refractories Limited,INE0EB001012,,
Sunshine Capital Ltd.,INE974F01025,SCL,
Affordable Robotic & Automation Limited,INE692Z01013,AFFORDABLE,AFFORDABLE
Hercules Hoists Ltd.,INE688E01024,HERCULES,HERCULES
Indo Thai Securities Limited,INE337M01013,INDOTHAI,INDOTHAI
SUDARSHAN PHARMA INDUSTRIES LIMITED,INE00TV01023,SUDARSHAN,
SHIV TEXCHEM LIMITED,INE0YRO01015,SHIVTEXCHEM,
Revathi Equipment India Limited,INE0DAB01012,RVTH,RVTH
Veljan Denison Limited,INE232E01013,VELJAN,
Nupur Recyclers Ltd.,INE0JM501013,,NRL
TVS Electronics Ltd.,INE236G01019,TVSELECT,TVSELECT
INTEGRATED INDUSTRIES LIMITED,INE882B01037,IIL,
City Pulse Multiplex Limited,INE056001014,CPML,
Menon Bearings Ltd,INE071D01033,MENONBE,MENONBE
Pine Animation Limited,INE452N01026,PINEANIM,
Nitco Ltd.,INE858F01012,NITCO,NITCO
Vinyl Chemicals (India) Ltd.,INE250B01029,VINYLINDIA,VINYLINDIA
Pyramid Technoplast Limited,INE0MIS01010,PYRAMID,PYRAMID
Prevest Denpro Limited,INE0GAO01018,PREVEST,
Sunshield Chemicals Ltd.,INE199E01014,SUNSHIEL,
Lokesh Machines Limited,INE397H01017,LOKESHMACH,LOKESHMACH
R&B Denims Limited,INE012Q01021,RNBDENIMS,
Modern Insulators Ltd.,INE219W01012,MODINSU,
Ashima Ltd,INE440A01010,ASHIMASYN,ASHIMASYN
Balaji Telefilms Ltd.,INE794B01026,BALAJITELE,BALAJITELE
Black Rose Industries Ltd,INE761G01016,BLACKROSE,
Bedmutha Industries Limited,INE844K01012,BEDMUTHA,BEDMUTHA
Sakar Healthcare Ltd.,INE732S01012,,SAKAR
Hindustan Media Ventures Limited,INE871K01015,HMVL,HMVL
Bright Outdoor Media Limited,INE0OMI01019,BRIGHT,
MBL Infrastructure Ltd,INE912H01013,MBLINFRA,MBLINFRA
Khadim India Limited,INE834I01025,KHADIM,KHADIM
Laxmi Goldorna House Ltd.,INE258Y01016,,LGHL
Goa Carbon Ltd.,INE426D01013,GOACARBON,GOACARBON
Consolidated Finvest & Holdings Ltd.,INE025A01027,,CONSOFINVT
Stovec Industries Ltd.,INE755D01015,STOVACQ,
Nahar Polyfilms Ltd.,INE308A01027,NAHARPOLY,NAHARPOLY
Shri Jagdamba Polymers Ltd,INE564J01026,SHRJAGP,
RBZ Jewellers Limited,INE0PEQ01016,RBZJEWEL,RBZJEWEL
N.R.Agarwal Industries Ltd.,INE740D01017,NRAIL,NRAIL
Kriti Nutrients Ltd,INE798K01010,KRITINUT,KRITINUT
Shardul Securities Ltd.,INE037B01012,SHARDUL,
Donear Industries Ltd,INE668D01028,DONEAR,DONEAR
R S Software India Ltd.,INE165B01029,RSSOFTWARE,RSSOFTWARE
Advani Hotels & Resorts (India) Ltd.,INE199C01026,ADVANIHOTR,ADVANIHOTR
SKM Egg Products Exports (India) Lt,INE411D01015,SKMEGGPROD,SKMEGGPROD
SIL Investments Ltd,INE923A01015,SILINV,SILINV
IRIS Business Services Limited,INE864K01010,IRIS,IRIS
Tantia Constructions Limited,INE388G01026,TCLCONS,TCLCONS
Cybertech Systems and Software Ltd.,INE214A01019,CYBERTECH,CYBERTECH
RUDRA ECOVATION LIMITED,INE723D01021,RUDRAECO,
Artson Engineering Ltd,INE133D01023,ARTSONEN,
Shriram Asset Management Co.Ltd.,INE777G01012,SRAMSET,
Nicco Parks And Resorts Ltd.,INE653C01022,NICCOPAR,
Empire Industries Ltd.,INE515H01014,EMPIND,
Industrial Investment Trust Ltd.,INE886A01014,IITL,IITL
Orissa Sponge Iron And Steel Limited,INE228D01013,ORISSASP,
RACE ECO CHAIN LIMITED,INE084Q01012,RACE,RACE
Mold-Tek Technologies Ltd,INE835B01035,MOLDTECH,MOLDTECH
Worth Investment & Trading Co Limited,INE114O01020,WORTH,
Suraj Products Ltd.,INE069E01019,SURAJ,
Davangere Sugar Company Limited,INE179G01029,DAVANGERE,DAVANGERE
Brand Concepts Limited,INE977Y01011,BCONCEPTS,BCONCEPTS
Nile Ltd.,INE445D01013,NILE,
Alankit Limited,INE914E01040,ALANKIT,ALANKIT
Sreeleathers Limited,INE099F01013,SREEL,SREEL
Indo Borax & Chemicals Ltd.,INE803D01021,INDOBORAX,INDOBORAX
N. B. I. Industrial Finance Company Ltd.,INE365I01020,,NBIFIN
Munjal Showa Ltd.,INE577A01027,MUNJALSHOW,MUNJALSHOW
NAGARJUNA FERTILIZERS AND CHEMICALS LTD.,INE454M01024,NAGAFERT,NAGAFERT
Sayaji Hotel Ltd,INE318C01014,SAYAJIHOTL,
Arfin India Limited,INE784R01023,ARFIN,
SRM CONTRACTORS LIMITED,INE0R6Z01013,SRM,SRM
Nova Agritech Limited,INE02H701025,NOVAAGRI,NOVAAGRI
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,KRONOX,KRONOX
IZMO Limited,INE848A01014,IZMO,IZMO
Remsons Industries Ltd.,INE474C01023,REMSONSIND,REMSONSIND
Aerpace Industries Limited,INE175N01023,AERPACE,
D.P. WIRES LIMITED,INE864X01013,DPWIRES,DPWIRES
Vikas EcoTech Limited,INE806A01020,VIKASECO,VIKASECO
Pavna Industries Limited,INE07S101020,PAVNAIND,PAVNAIND
Nahar Industrial Enterprises Ltd,INE289A01011,NAHARINDUS,NAHARINDUS
Bella Casa Fashion & Retail Limited,INE344T01014,BELLACASA,
Vishal Fabrics Limited,INE755Q01025,VISHAL,
AVG Logistics Limited,INE680Z01018,AVG,AVG
DIC India Ltd,INE303A01010,DICIND,DICIND
Tara Chand InfraLogistic Solutions Ltd.,INE555Z01020,,TARACHAND
Kiran Vyapar Limited,INE555P01013,KIRANVYPAR,
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,BALAJEE,BALAJEE
MANAKSIA LIMITED,INE015D01022,MANAKSIA,MANAKSIA
Meghna Infracon Infrastructure Limited,INE898Q01015,MIIL,
High Energy Batteries (India) Ltd.,INE783E01023,HIGHENE,
FCS Software Solutions Ltd.,INE512B01022,FCSSOFT,FCSSOFT
GENUS PAPER & BOARDS LIMITED,INE949P01018,GENUSPAPER,GENUSPAPER
Delton Cables Ltd.,INE872E01016,DLTNCBL,
Tiger Logistics (India) Limited,INE906O01029,TIGERLOGS,
Medicamen Biotech Ltd.,INE646B01010,MEDICAMEQ,MEDICAMEQ
Riddhi Siddhi Gluco Biols Ltd,INE249D01019,RIDDHI,
Newtime Infrastructure Limited,INE997D01021,NEWINFRA,
Bartronics India Ltd.,INE855F01042,ASMS,ASMS
Bharat Seats Ltd,INE415D01024,BHARATSE,
LUCENT INDUSTRIES LIMITED,INE622Q01019,LUCENT,
Uni-Abex Alloy Products Ltd.,INE361D01012,UNIABEXAL,
Synergy Green Industries Limited,INE00QT01015,SGIL,SGIL
Kaya Limited,INE587G01015,KAYA,KAYA
Precot Ltd.,INE283A01014,,PRECOT
Gretex Corporate Services Limited,INE199P01028,GCSL,
ORIENT CERATECH LIMITED,INE569C01020,ORIENTCER,ORIENTCER
VVIP Infratech Limited,INE0MNP01016,VVIPIL,
Emkay Global Financial Services Ltd,INE296H01011,EMKAY,EMKAY
AMRIT INDIA LIMITED,INE00RY01013,,
Titan Bio-Tech Ltd.,INE150C01011,TITANBIO,
Mirza International  Limited,INE771A01026,MIRZAINT,MIRZAINT
Shankar Lal Rampal Dye-Chem Limited,INE01NE01012,SRD,SRD
Hindustan Motors Ltd.,INE253A01025,HINDMOTORS,HINDMOTORS
Aarti Surfactants Limited,INE09EO01013,AARTISURF,AARTISURF
Nikhil Adhesives Ltd.,INE926C01022,NIKHILAD,
Oricon Enterprises Ltd.,INE730A01022,ORICONENT,ORICONENT
Kamat Hotels (India) ltd.,INE967C01018,KAMATHOTEL,KAMATHOTEL
HT Media Ltd,INE501G01024,HTMEDIA,HTMEDIA
XTGLOBAL INFOTECH LIMITED,INE547B01028,XTGLOBAL,XTGLOBAL
Niyogin Fintech Limited,INE480D01010,NIYOGIN,
BPL Ltd.,INE110A01019,BPL,BPL
PTL Enterprises Ltd,INE034D01049,PTL,PTL
Reliance Communications Limited,INE330H01018,RCOM,RCOM
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,SSDL,SSDL
CIAN Agro Industries & Infrastructure Limited,INE052V01019,CIANAGRO,
CL Educate Limited,INE201M01029,CLEDUCATE,CLEDUCATE
Muthoot Capital Services Ltd.,INE296G01013,MUTHOOTCAP,MUTHOOTCAP
HCL Infosystems Ltd,INE236A01020,HCL-INSYS,HCL-INSYS
Indag Rubber Ltd.,INE802D01023,INDAG,
International Conveyors Ltd.,INE575C01027,INTLCONV,INTLCONV
Adventz Securities Enterprises Limited,INE810E01016,,
Raghuvir Synthetics Ltd.,INE969C01022,RAGHUSYN,
K C P SUGAR AND INDUSTRIES CORPORATION LTD.,INE790B01024,KCPSUGIND,KCPSUGIND
National Peroxide Limited,INE0PO601011,NPL,
Kanoria Chemicals & Industries Ltd.,INE138C01024,KANORICHEM,KANORICHEM
Premier Polyfilm Ltd.,INE309M01020,PREMIERPOL,PREMIERPOL
Vikram Thermo (India) Ltd.,INE337E01010,VIKRAMTH,
Maa Jagdambe Tradelinks Limited,INE403N01029,MAAJTL,
SHIVAM AUTOTECH LIMITED,INE637H01024,SHIVAMAUTO,SHIVAMAUTO
Sealmatic India Limited,INE0O4601016,SEALMATIC,
Indo US Bio-Tech Limited,INE250Z01010,INDOUS,INDOUS
Iris Clothings Ltd.,INE01GN01025,,IRISDOREME
MODISON LIMITED,INE737D01021,MODISONLTD,MODISONLTD
BALAXI PHARMACEUTICALS LTD.,INE618N01022,,BALAXI
3i Infotech limited,INE748C01038,3IINFOLTD,3IINFOLTD
Goodricke Group Ltd.,INE300A01016,GOODRICKE,
SoftSol India Limited.,INE002B01016,SOFTSOL,
Nahar Capital & Financial Services Ltd.,INE049I01012,NAHARCAP,NAHARCAP
Mazda Ltd.,INE885E01034,MAZDA,MAZDA
Kilitch Drugs (I) Ltd.,INE729D01010,KILITCH,KILITCH
ZIM Laboratories Limited,INE518E01015,ZIMLAB,ZIMLAB
Geekay Wires Ltd.,INE669X01024,,GEEKAYWIRE
Diamines & Chemicals Ltd.,INE591D01014,DIAMINESQ,DIAMINESQ
URAVI T AND WEDGE LAMPS LIMITED,INE568Z01015,URAVI,URAVI
Sinclairs Hotels  Ltd,INE985A01022,SINCLAIR,SINCLAIR
Axita Cotton Limited,INE02EZ01022,AXITA,AXITA
Josts Engineering Co. Ltd.,INE636D01041,JOSTS,
Asahi Songwon Colors Ltd.,INE228I01012,ASAHISONG,ASAHISONG
Mirc Electronics Ltd,INE831A01028,MIRCELECTR,MIRCELECTR
Singer India Limited,INE638A01035,SINGER,
TRF Ltd,INE391D01019,TRF,TRF
IFB Agro Industries Ltd,INE076C01018,IFBAGRO,IFBAGRO
Triton Valves Ltd.,INE440G01017,TRITONV,
Anjani Portland Cement Ltd.,INE071F01012,APCL,APCL
Sadbhav Engineering Ltd.,INE226H01026,SADBHAV,SADBHAV
Valiant Laboratories Limited,INE0JWS01017,VALIANTLAB,VALIANTLAB
Tembo Global Industries Ltd.,INE869Y01010,,TEMBO
U. Y. FINCORP LIMITED,INE152C01025,UYFINCORP,UYFINCORP
Orient Bell Limited,INE607D01018,ORIENTBELL,ORIENTBELL
Manaksia Coated Metals & Industries Ltd,INE830Q01018,MANAKCOAT,MANAKCOAT
MODI’S NAVNIRMAN LIMITED,INE0L0L01012,MODIS,
Shalibhadra Finance Ltd.,INE861D01011,SAHLIBHFI,
Nila Infrastructures Ltd,INE937C01029,NILAINFRA,NILAINFRA
Inspirisys Solutions Limited,INE020G01017,INSPIRISYS,INSPIRISYS
International Travel House Ltd,INE262B01016,ITHL,
Gokul Refoils and Solvent Limited,INE020J01029,GOKUL,GOKUL
Almondz Global Securities Limited,INE326B01035,ALMONDZ,ALMONDZ
Banswara Syntex Ltd.,INE629D01020,BANSWRAS,BANSWRAS
Elgi Rubber Company Ltd.,INE819L01012,,ELGIRUBCO
Batliboi Ltd,INE177C01022,BATLIBOI,
United Drilling Tools Ltd.,INE961D01019,UNIDT,UNIDT
Kothari Products Ltd.,INE823A01017,KOTHARIPRO,KOTHARIPRO
EVEXIA LIFECARE LIMITED,INE313M01030,EVEXIA,
Music Broadcast Limited,INE919I01024,RADIOCITY,RADIOCITY
Orbit Exports Ltd.,INE231G01010,ORBTEXP,ORBTEXP
Megasoft Ltd.,INE933B01012,MEGASOFT,MEGASOFT
Rathi Steel & Power Ltd,INE336C01016,RATHIST,
IL&FS Engineering and Construction Company Ltd,INE369I01014,IL&FSENGG,IL&FSENGG
MACH CONFERENCES AND EVENTS LIMITED,INE0UYT01018,MCEL,
RUDRA GLOBAL INFRA PRODUCTS LIMITED,INE027T01023,RUDRA,
Modi Naturals Limited,INE537F01012,MODINATUR,
Ador Fontech Ltd,INE853A01022,ADORFO,
SRG Housing Finance Limited,INE559N01010,SRGHFL,SRGHFL
Lyka Labs Ltd.,INE933A01014,LYKALABS,LYKALABS
SoftTech Engineers Limited,INE728Z01015,SOFTTECH,SOFTTECH
AUTOLINE INDUSTRIES LTD.,INE718H01014,AUTOIND,AUTOIND
Taylormade Renewables Limited,INE459Z01017,TRL,
Dynemic Products Ltd.,INE256H01015,DYNPRO,DYNPRO
Kapston Services Ltd.,INE542Z01028,,KAPSTON
Valiant Communications Ltd.,INE760B01019,VALIANT,
Pradeep Metals Ltd.,INE770A01010,PRADPME,
A B INFRABUILD LIMITED,INE00YB01017,ABINFRA,ABINFRA
Super Sales India Ltd.,INE091C01017,SUPER,
OCCL Limited,INE0PK601023,OCCLLTD,OCCLLTD
BOMBAY OXYGEN INVESTMENTS LIMITED,INE01TL01014,BOMOXY-B1,
UFO Moviez India Limited,INE527H01019,UFO,UFO
Jenburkt Pharmaceuticals Ltd.,INE354A01013,JENBURPH,
Dc Infotech and Communication Limited,INE0A1101019,DCI,DCI
Harrisons Malayalam Ltd.,INE544A01019,HARRMALAYA,HARRMALAYA
Nila Spaces Ltd,INE00S901012,NILASPACES,NILASPACES
Amal Ltd,INE841D01013,AMAL,
VIBHOR STEEL TUBES LIMITED,INE0QTF01015,VSTL,VSTL
AZAD INDIA MOBILITY LIMITED,INE566M01017,AZADIND,
Vardhaman Acrylics Ltd.,INE116G01013,,VARDHACRLC
B&B Triplewall Containers Limited,INE01EE01011,BBTCL,BBTCL
Zenotech Laboratories Limited,INE486F01012,ZENOTECH,
Cressanda Solutions Ltd.,INE716D01033,CRESSAN,
Supershakti Metaliks Limited,INE00SY01011,SUPERSHAKT,
Inertia Steel Limited,INE767M01011,INERTIAST,
QUEST CAPITAL MARKETS LIMITED,INE418C01012,QUESTCAP,
Ambalal Sarabhai Enterprise Ltd.,INE432A01017,AMBALALSA,
Euro India Fresh Foods Ltd.,INE546V01010,,EIFFL
Vipul Limited,INE946H01037,VIPULLTD,VIPULLTD
Venus Remedies Ltd.,INE411B01019,VENUSREM,VENUSREM
Haryana Financial Corporation ltd.,INE737G01016,HARAFIN,
Lakshmi Mills Company ltd,INE938C01019,LAKSHMIMIL,
SHEMAROO ENTERTAINMENT LIMITED,INE363M01019,SHEMAROO,SHEMAROO
Aryaman Financial Services Ltd.,INE032E01017,ARYAMAN,
Birla Precision Technologies Ltd,INE372E01025,BIRLAPREC,
Bharat Agri Fert and Realty Ltd,INE842D01029,BHARATAGRI,
SEJAL GLASS LIMITED,INE955I01044,SEJALLTD,SEJALLTD
POCL ENTERPRISES LTD,INE035S01028,POEL,
Rubfila International Ltd.,INE642C01025,RUBFILA,RUBFILA
Dhabriya Polywood Limited,INE260R01016,DHABRIYA,
Shree Rama Multi-tech Ltd.,INE879A01019,SHREERAMA,SHREERAMA
Arihant Foundations & Housing Ltd.,INE413D01011,ARIHANT,
Swadeshi Polytex Ltd.,INE243N01029,SWADPOL,
Vadilal Enterprises Ltd.,INE693D01018,VADILENT,
Kothari Sugars & Chemicals Ltd.,INE419A01022,,KOTARISUG
Akme Fintrade (India) Limited,INE916Y01019,AFIL,AFIL
S & S Power Switchgears Ltd.,INE902B01017,S&SPOWER,S&SPOWER
Apollo Sindoori Hotels Ltd.,INE451F01024,,APOLSINHOT
Thirdwave Financial Intermediaries,INE528C01018,THIRDFIN,
Kritika Wires Ltd.,INE00Z501029,,KRITIKA
Pritika Auto Industries Limited,INE583R01029,PRITIKAUTO,PRITIKAUTO
Sakthi Sugars Ltd.,INE623A01011,SAKHTISUG,SAKHTISUG
Mawana Sugars Ltd,INE636A01039,MAWANASUG,MAWANASUG
Panchmahal Steel Ltd.,INE798F01010,PANCHMAHQ,
Rossell India Limited,INE847C01020,ROSSELLIND,ROSSELLIND
Suyog Gurbaxani Funicular Ropeways Limited,INE07GA01011,SGFRL,
AIRAN LIMITED,INE645W01026,AIRAN,AIRAN
Hitech Corporation Limited,INE120D01012,HITECHCORP,HITECHCORP
Jet Airways (India) Ltd,INE802G01018,JETAIRWAYS,
GEM Enviro Management Limited,INE0RUJ01013,GEMENVIRO,
Shish Industries Limited,INE145Y01023,SHISHIND,
Sakthi Finance Ltd.,INE302E01014,SAKTHIFIN,
Poddar Pigments Ltd.,INE371C01013,PODDARMENT,PODDARMENT
Markolines Pavement Technologies Limited,INE0FW001016,MARKOLINES,
Madhav Infra Projects Limited,INE631R01026,MADHAVIPL,
Comfort Intech Ltd,INE819A01049,COMFINTE,
Gennex Laboratories Ltd,INE509C01026,GENNEX,
Tierra Agrotech Limited,INE05CY01014,TIERRA,
Indo National Limited,INE567A01028,NIPPOBATRY,NIPPOBATRY
Ceenik Exports (india) Ltd.,INE418D01010,CEENIK,
Majestic Auto Ltd.,INE201B01022,MAJESAUT,
Naga Dhunseri Group Ltd.,INE756C01015,,NDGL
Mangalam Organics Limited,INE370D01013,MANORG,MANORG
MAAGH ADVERTISING AND MARKETING SERVICES LIMITED,INE0KY201021,MAAGHADV,
Galaxy Bearings Ltd.,INE020S01012,GALXBRG,
Menon Pistons Ltd.,INE650G01029,MENNPIS,
ATLANTAA LIMITED,INE285H01022,ATLANTAA,ATLANTAA
Baroda Rayon Corpn. Ltd.,INE461A01024,BARODARY,
Pasupati Acrylon Ltd.,INE818B01023,PASUPTAC,PASUPTAC
AELEA COMMODITIES LIMITED,INE0T3401029,ACLD,
DJ Mediaprint & Logistics Limited,INE0B1K01014,DJML,DJML
PROZONE REALTY LIMITED,INE195N01013,PROZONER,PROZONER
LOGICA INFOWAY LIMITED,INE0BSU01018,LOGICA,
Mangalam Industrial Finance Limited,INE717C01025,MANGIND,
EMAMI REALTY LIMITED,INE778K01012,EMAMIREAL,EMAMIREAL
Dai-Ichi Karkaria Ltd.,INE928C01010,DAICHI,
HPC Biosciences Limited,INE507O01025,HPCBL,
Cineline India Limited,INE704H01022,CINELINE,CINELINE
OK Play India Ltd.,INE870B01024,OKPLA,
DCM NOUVELLE LIMITED,INE08KP01019,DCMNVL,DCMNVL
Manomay Tex India Limited,INE784W01015,MANOMAY,MANOMAY
SHEETAL COOL PRODUCTS LIMITED,INE501Y01019,SCPL,SCPL
Investment & Precision Castings Ltd,INE155E01016,INVPRECQ,
Bharat Road Network Limited,INE727S01012,BRNL,BRNL
LEHAR FOOTWEARS LIMITED,INE976H01018,LEHAR,
Ponni Sugars (Erode) Ltd.,INE838E01017,PONNIERODE,PONNIERODE
MANGALAM GLOBAL ENTERPRISE LIMITED,INE0APB01024,MGEL,MGEL
Aban  Offshore Ltd.,INE421A01028,ABAN,ABAN
Exxaro Tiles Limited,INE0GFE01026,EXXARO,EXXARO
Nath Biogene India Ltd.,INE448G01010,NATHBIOGEN,NATHBIOGEN
Manaksia Steels Limited,INE824Q01011,MANAKSTEEL,MANAKSTEEL
Ruchira Papers Ltd,INE803H01014,RUCHIRA,RUCHIRA
Tirupati Forge Ltd.,INE319Y01024,,TIRUPATIFL
A-1 LIMITED,INE911Z01017,A1L,
LORENZINI APPARELS LIMITED,INE740X01023,LAL,LAL
UCAL LIMITED,INE139B01016,UCAL,UCAL
Innovators Facade Systems Limited,INE870Z01015,INNOVATORS,
UNIVERSUS PHOTO IMAGINGS LIMITED,INE03V001013,UNIVPHOTO,UNIVPHOTO
LIKHAMI CONSULTING LIMITED,INE920T01011,LIKHAMI,
Osia Hyper Retail Ltd.,INE06IR01021,,OSIAHYPER
Sintercom India Ltd.,INE129Z01016,,SINTERCOM
Kinetic Engineering Ltd.,INE266B01017,KINETICENG,
CAPTAIN POLYPLAST LIMITED,INE536P01021,CPL,
Integra Essentia Limited,INE418N01035,ESSENTIA,ESSENTIA
TruCap Finance Limited,INE615R01029,TRU,TRU
GEE Ltd.,INE064H01021,GEE,
STARLINEPS ENTERPRISES LIMITED,INE594W01042,STARLENT,
HINDUSTHAN URBAN INFRASTRUCTURE LIMITED,INE799B01017,HUIL,
Quint Digital Limited,INE641R01017,QUINT,
SIGMA SOLVE LIMITED,INE0A0S01010,SIGMA,SIGMA
Kings Infra Ventures Limited,INE050N01010,KINGSINFR,
SAHYADRI INDUSTRIES LTD.,INE280H01015,SAHYADRI,SAHYADRI
Multibase India Ltd,INE678F01014,MULTIBASE,
Global Vectra Helicorp Ltd.,INE792H01019,GLOBALVECT,GLOBALVECT
MEDICO REMEDIES LIMITED,INE630Y01024,MEDICO,MEDICO
IL & FS Investment Managers Ltd.,INE050B01023,IVC,IVC
Sumit Woods Ltd.,INE748Z01013,,SUMIT
Patels Airtemp (I) Ltd.,INE082C01024,PATELSAI,
Jay Shree Tea & Industries Ltd.,INE364A01020,JAYSREETEA,JAYSREETEA
Kerala Ayurveda Limited,INE817B01025,KERALAYUR,
REMEDIUM LIFECARE LIMITED,INE549S01036,REMLIFE,
Royal India Corporation Limited,INE510H01015,ROYALIND,
Global Education Ltd.,INE291W01037,,GLOBAL
Madhuveer Com 18 Network Limited,INE312M01016,MADHUVEER,
The Byke Hospitality    Ltd,INE319B01014,BYKE,BYKE
Keltech Energies Ltd.,INE881E01017,KELENRG,
Gujarat Apollo Industries Ltd.,INE826C01016,GUJAPOLLO,GUJAPOLLO
ASI INDUSTRIES LIMITED,INE443A01030,ASIIL,
Aries Agro Limited,INE298I01015,ARIES,ARIES
SMS Lifesciences India Ltd,INE320X01016,SMSLIFE,SMSLIFE
Asian Hotels (North) Limited,INE363A01022,ASIANHOTNR,ASIANHOTNR
GOURMET GATEWAY INDIA LIMITED,INE512D01028,GOURMET,
Panasonic Energy India Co. Ltd.,INE795A01017,PANAENERG,
AAYUSH ART AND BULLION LIMITED,INE777X01017,AAYUSHBULL,
Nitin Castings Limited,INE861H01020,NITINCAST,
Trigyn Technologies Ltd.,INE948A01012,TRIGYN,TRIGYN
Kaka Industries Limited,INE0P3N01018,KAKA,
